item_name,item_type,source,target,item_value
D5,REQUEST,How about people of a different race or ethnic group from most country people?,"Wie ist das mit Zuwanderern, die einer anderen Volksgruppe oder ethnischen Gruppe angehören als die Mehrheit der Schweizer.",
D5,RESPONSE,Allow many to come and live here,vielen erlauben,1
D5,RESPONSE,Allow some,einigen erlauben,2
D5,RESPONSE,Allow a few,nur ein paar wenigen erlauben,3
D5,RESPONSE,Allow none,niemandem erlauben,4
D5,RESPONSE,(Don't know),(Weiss nicht),888
D6,REQUEST,"Now, still using this card, to what extent do you think country should allow people from the richer countries in Europe to come and live here?","Und in welchem Ausmass sollte es Schweiz Menschen aus den reicheren europäischen Ländern erlauben, sich hier niederzulassen?",
D6,RESPONSE,Allow many to come and live here,vielen erlauben,1
D6,RESPONSE,Allow some,einigen erlauben,2
D6,RESPONSE,Allow a few,nur ein paar wenigen erlauben,3
D6,RESPONSE,Allow none,niemandem erlauben,4
D6,RESPONSE,(Don't know),(Weiss nicht),888
D7,REQUEST,And how about people from the poorer countries in Europe?,Und wie steht es um Menschen aus den ärmeren europäischen Ländern?,
D7,RESPONSE,Allow many to come and live here,vielen erlauben,1
D7,RESPONSE,Allow some,einigen erlauben,2
D7,RESPONSE,Allow a few,nur ein paar wenigen erlauben,3
D7,RESPONSE,Allow none,niemandem erlauben,4
D7,RESPONSE,(Don't know),(Weiss nicht),888
D8,REQUEST,To what extent do you think country should allow people from the richer countries outside Europe to come and live here?,"In welchem Ausmass sollte die Schweiz Menschen aus reicheren Ländern außerhalb Europas es erlauben, sich hier niederzulassen?",
D8,RESPONSE,Allow many to come and live here,vielen erlauben,1
D8,RESPONSE,Allow some,einigen erlauben,2
D8,RESPONSE,Allow a few,nur ein paar wenigen erlauben,3
D8,RESPONSE,Allow none,niemandem erlauben,4
D8,RESPONSE,(Don't know),(Weiss nicht),888
D9,REQUEST,How about people from the poorer countries outside Europe?,Und wie steht es um Menschen aus den ärmeren nichteuropäischen Ländern?,
D9,RESPONSE,Allow many to come and live here,vielen erlauben,1
D9,RESPONSE,Allow some,einigen erlauben,2
D9,RESPONSE,Allow a few,nur ein paar wenigen erlauben,3
D9,RESPONSE,Allow none,niemandem erlauben,4
D9,RESPONSE,(Don't know),(Weiss nicht),888
D10,REQUEST,"Please tell me how important you think each of these things should be in deciding whether someone born, brought up and living outside country should be able to come and live here.","Jetzt geht es um die Entscheidung darüber, ob jemand, der außerhalb der Schweiz geboren und aufgewachsen ist, in die Schweiz kommen und hier leben darf.",
D10,INSTRUCTION,Please use this card.,Befrager: VORLESEN,
D10,INSTRUCTION,,Befrager: Verwenden Sie Karte Nr. 25,
D10,REQUEST,"Firstly, how important should it be for them to ...",Wie wichtig sollten für diese Entscheidung - Ihrer Meinung nach - die folgenden Dinge sein.,
D10,REQUEST,have good educational qualifications?,Bitte benutzen Sie Liste 25.,
D10,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D10,RESPONSE,1,1,1
D10,RESPONSE,2,2,2
D10,RESPONSE,3,3,3
D10,RESPONSE,4,4,4
D10,RESPONSE,5,5,5
D10,RESPONSE,6,6,6
D10,RESPONSE,7,7,7
D10,RESPONSE,8,8,8
D10,RESPONSE,9,9,9
D10,RESPONSE, Extremely important, Äusserst wichtig,10
D10,RESPONSE, (Don't know),(Weiss nicht),888
D11,REQUEST,have close family living here?,... hier enge Familienangehörige hat?,
D11,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D11,RESPONSE,1,1,1
D11,RESPONSE,2,2,2
D11,RESPONSE,3,3,3
D11,RESPONSE,4,4,4
D11,RESPONSE,5,5,5
D11,RESPONSE,6,6,6
D11,RESPONSE,7,7,7
D11,RESPONSE,8,8,8
D11,RESPONSE,9,9,9
D11,RESPONSE, Extremely important, Äusserst wichtig,10
D11,RESPONSE, (Don't know),(Weiss nicht),888
D12,REQUEST,be able to speak country's official language(s)?,"... Deutsch, Französisch, Italienisch oder rätoromanisch spricht?",
D12,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D12,RESPONSE,1,1,1
D12,RESPONSE,2,2,2
D12,RESPONSE,3,3,3
D12,RESPONSE,4,4,4
D12,RESPONSE,5,5,5
D12,RESPONSE,6,6,6
D12,RESPONSE,7,7,7
D12,RESPONSE,8,8,8
D12,RESPONSE,9,9,9
D12,RESPONSE, Extremely important, Äusserst wichtig,10
D12,RESPONSE, (Don't know),(Weiss nicht),888
D13,REQUEST,be able to speak country's official language(s)?,... einen christlichen Hintergrund mitbringt?,
D13,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D13,RESPONSE,1,1,1
D13,RESPONSE,2,2,2
D13,RESPONSE,3,3,3
D13,RESPONSE,4,4,4
D13,RESPONSE,5,5,5
D13,RESPONSE,6,6,6
D13,RESPONSE,7,7,7
D13,RESPONSE,8,8,8
D13,RESPONSE,9,9,9
D13,RESPONSE, Extremely important, Äusserst wichtig,10
D13,RESPONSE, (Don't know),(Weiss nicht),888
D14,REQUEST,come from a Christian background?,... weisser Hautfarbe ist?,
D14,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D14,RESPONSE,1,1,1
D14,RESPONSE,2,2,2
D14,RESPONSE,3,3,3
D14,RESPONSE,4,4,4
D14,RESPONSE,5,5,5
D14,RESPONSE,6,6,6
D14,RESPONSE,7,7,7
D14,RESPONSE,8,8,8
D14,RESPONSE,9,9,9
D14,RESPONSE, Extremely important, Äusserst wichtig,10
D14,RESPONSE, (Don't know),(Weiss nicht),888
D15,REQUEST,be wealthy?,... wohlhabend ist?,
D15,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D15,RESPONSE,1,1,1
D15,RESPONSE,2,2,2
D15,RESPONSE,3,3,3
D15,RESPONSE,4,4,4
D15,RESPONSE,5,5,5
D15,RESPONSE,6,6,6
D15,RESPONSE,7,7,7
D15,RESPONSE,8,8,8
D15,RESPONSE,9,9,9
D15,RESPONSE, Extremely important, Äusserst wichtig,10
D15,RESPONSE, (Don't know),(Weiss nicht),888
D16,REQUEST,have work skills that country needs?,"...berufliche Fähigkeiten hat, die man in der Schweiz braucht?",
D16,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D16,RESPONSE,1,1,1
D16,RESPONSE,2,2,2
D16,RESPONSE,3,3,3
D16,RESPONSE,4,4,4
D16,RESPONSE,5,5,5
D16,RESPONSE,6,6,6
D16,RESPONSE,7,7,7
D16,RESPONSE,8,8,8
D16,RESPONSE,9,9,9
D16,RESPONSE, Extremely important, Äusserst wichtig,10
D16,RESPONSE, (Don't know),(Weiss nicht),888
D17,REQUEST,be committed to the way of life in country?,"...berufliche Fähigkeiten hat, die man in der Schweiz braucht?...",
D17,RESPONSE, Extremely unimportant, Äusserst unwichtig,0
D17,RESPONSE,1,1,1
D17,RESPONSE,2,2,2
D17,RESPONSE,3,3,3
D17,RESPONSE,4,4,4
D17,RESPONSE,5,5,5
D17,RESPONSE,6,6,6
D17,RESPONSE,7,7,7
D17,RESPONSE,8,8,8
D17,RESPONSE,9,9,9
D17,RESPONSE, Extremely important, Äusserst wichtig,10
D17,RESPONSE, (Don't know),(Weiss nicht),888
D18,REQUEST,"Using this card, please say how much you agree or disagree with each of the following statements.","Benutzen Sie Liste 26 und sagen Sie mir bitte, in welchem Ausmaß Sie jeder der folgenden Aussagen zustimmen oder diese ablehnen ...",
D18,REQUEST,Firstly...,Arbeitende Zuwanderer bewirken in der Regel eine Senkung der durchschnittlichen Löhne und Gehälter.,
D18,RESPONSE,Agree,Stimme stark zu,1
D18,RESPONSE,Agree strongly,Stimme zu,2
D18,RESPONSE,Neither agree nor disagree,Weder noch,3
D18,RESPONSE,Disagree,Lehne ab,4
D18,RESPONSE,Disagree strongly,Lehne stark ab,5
D18,RESPONSE,(Don't know),(Weiss nicht),888
D19,REQUEST,People who come to live and work here generally harm the economic prospects of the poor more than the rich,"Im allgemeinen schaden die Zuwanderer, die in die Schweiz kommen, den Armen wirtschaftlich mehr als den Reichen.",
D19,RESPONSE,Agree,Stimme stark zu,1
D19,RESPONSE,Agree strongly,Stimme zu,2
D19,RESPONSE,Neither agree nor disagree,Weder noch,3
D19,RESPONSE,Disagree,Lehne ab,4
D19,RESPONSE,Disagree strongly,Lehne stark ab,5
D19,RESPONSE,(Don't know),(Weiss nicht),888
D20,REQUEST,People who come to live and work here help to fill jobs where there are shortages of workers,"Arbeitende Zuwanderer helfen, den Arbeitskräftemangel in gewissen Berufen zu lindern.",
D20,RESPONSE,Agree,Stimme stark zu,1
D20,RESPONSE,Agree strongly,Stimme zu,2
D20,RESPONSE,Neither agree nor disagree,Weder noch,3
D20,RESPONSE,Disagree,Lehne ab,4
D20,RESPONSE,Disagree strongly,Lehne stark ab,5
D20,RESPONSE,(Don't know),(Weiss nicht),888
D21,REQUEST,"If people who have come to live and work here are unemployed for a long period, they should be made to leave","Zuwanderer, die lange Zeit arbeitslos sind, sollten zum Verlassen des Landes gezwungen werden.",
D21,RESPONSE,Agree,Stimme stark zu,1
D21,RESPONSE,Agree strongly,Stimme zu,2
D21,RESPONSE,Neither agree nor disagree,Weder noch,3
D21,RESPONSE,Disagree,Lehne ab,4
D21,RESPONSE,Disagree strongly,Lehne stark ab,5
D21,RESPONSE,(Don't know),(Weiss nicht),888
D22,REQUEST,People who have come to live here should be given the same rights as everyone else,Zuwanderer sollten die gleichen Rechte wie die restliche Bevölkerung haben.,
D22,RESPONSE,Agree,Stimme stark zu,1
D22,RESPONSE,Agree strongly,Stimme zu,2
D22,RESPONSE,Neither agree nor disagree,Weder noch,3
D22,RESPONSE,Disagree,Lehne ab,4
D22,RESPONSE,Disagree strongly,Lehne stark ab,5
D22,RESPONSE,(Don't know),(Weiss nicht),888
D23,REQUEST,"If people who have come to live here commit a serious crime, they should be made to leave","Zuwanderer, die ein Verbrechen begehen, sollten das Land verlassen müssen.",
D23,RESPONSE,Agree,Stimme stark zu,1
D23,RESPONSE,Agree strongly,Stimme zu,2
D23,RESPONSE,Neither agree nor disagree,Weder noch,3
D23,RESPONSE,Disagree,Lehne ab,4
D23,RESPONSE,Disagree strongly,Lehne stark ab,5
D23,RESPONSE,(Don't know),(Weiss nicht),888
D24,REQUEST,"If people who have come to live here commit any crime, they should be made to leave","Zuwanderer, die irgendeine Straftat begehen, sollten zum Verlassen des Landes",
D24,RESPONSE,Agree,Stimme stark zu,1
D24,RESPONSE,Agree strongly,Stimme zu,2
D24,RESPONSE,Neither agree nor disagree,Weder noch,3
D24,RESPONSE,Disagree,Lehne ab,4
D24,RESPONSE,Disagree strongly,Lehne stark ab,5
D24,RESPONSE,(Don't know),(Weiss nicht),888
D25,REQUEST,"Using this card, would you say that people who come to live here generally take jobs away from workers in country, or generally help to create new jobs?","Würden Sie sagen, dass Zuwanderer in der Regel eher den Schweizern die Arbeitsplätze wegnehmen oder eher zur Schaffung von neuen Arbeitsplätzen beitragen?",
D25,RESPONSE, Take jobs away, Nehmen Arbeitsplätze weg,0
D25,RESPONSE,1,1,1
D25,RESPONSE,2,2,2
D25,RESPONSE,3,3,3
D25,RESPONSE,4,4,4
D25,RESPONSE,5,5,5
D25,RESPONSE,6,6,6
D25,RESPONSE,7,7,7
D25,RESPONSE,8,8,8
D25,RESPONSE,9,9,9
D25,RESPONSE, Create new jobs, Tragen zur Schaffung neuer Arbeitsplätze bei,10
D25,RESPONSE, (Don't know),(Weiss nicht),888
D26,REQUEST,Most people who come to live here work and pay taxes.,Die meisten Zuwanderer arbeiten und zahlen hier Steuern.,
D26,REQUEST,They also use health and welfare services.,Sie nutzen auch die Einrichtungen des Gesundheitssystems und die Sozialleistungen.,
D26,REQUEST,"On balance, do you think people who come here take out more than they put in or put in more than they take out?","Glauben Sie, dass diese Menschen unter dem Strich mehr von diesen Einrichtungen profitieren, als dass sie dafür zahlen, oder zahlen sie mehr dafür, als dass sie davon profitieren?",
D26,INSTRUCTION,Please use this card.,Befrager: Verwenden Sie Karte Nr. 27,
D26,RESPONSE, Generally take out more, Im allgemeinen profitieren sie mehr davon,0
D26,RESPONSE,1,1,1
D26,RESPONSE,2,2,2
D26,RESPONSE,3,3,3
D26,RESPONSE,4,4,4
D26,RESPONSE,5,5,5
D26,RESPONSE,6,6,6
D26,RESPONSE,7,7,7
D26,RESPONSE,8,8,8
D26,RESPONSE,9,9,9
D26,RESPONSE, Generally put in more, Im allgemeinen zahlen sie mehr dafür,10
D26,RESPONSE, (Don't know),(Weiss nicht),888
D27,REQUEST,Would you say it is generally bad or good for country's economy that people come to live here from other countries?,"Was würden Sie sagen, ist es im allgemeinen gut oder schlecht für die Schweizer Wirtschaft, dass Zuwanderer hierher kommen?",
D27,INSTRUCTION,Please use this card.,Befrager: Verwenden Sie Karte Nr. 29,
D27,RESPONSE, Bad for the economy, Schlecht für die Wirtschaft,0
D27,RESPONSE,1,1,1
D27,RESPONSE,2,2,2
D27,RESPONSE,3,3,3
D27,RESPONSE,4,4,4
D27,RESPONSE,5,5,5
D27,RESPONSE,6,6,6
D27,RESPONSE,7,7,7
D27,RESPONSE,8,8,8
D27,RESPONSE,9,9,9
D27,RESPONSE, Good for the economy, Gut für die Wirtschaft,10
D27,RESPONSE, (Don't know),(Weiss nicht),888
D28,REQUEST,"And, using this card, would you say that country's cultural life is generally undermined or enriched by people coming to live here from other countries?","Und, wenn Sie diese Liste benutzen, würden Sie sagen, dass Zuwanderer das schweizerische Kulturleben generell eher untergraben oder bereichern?",
D28,RESPONSE, Cultural life undermined, Untergraben das Kulturleben,0
D28,RESPONSE,1,1,1
D28,RESPONSE,2,2,2
D28,RESPONSE,3,3,3
D28,RESPONSE,4,4,4
D28,RESPONSE,5,5,5
D28,RESPONSE,6,6,6
D28,RESPONSE,7,7,7
D28,RESPONSE,8,8,8
D28,RESPONSE,9,9,9
D28,RESPONSE, Cultural life enriched, Bereichern das Kulturleben,10
D28,RESPONSE, (Don't know),(Weiss nicht),888
D29,REQUEST,Is country made a worse or a better place to live by people coming to live here from other countries?,Lässt es sich in der Schweiz wegen der Zuwanderer schlechter oder besser leben?,
D29,INSTRUCTION,Please use this card.,Befrager: Verwenden Sie Karte Nr. 31,
D29,RESPONSE, Worse place to live, Schlechter,0
D29,RESPONSE,1,1,1
D29,RESPONSE,2,2,2
D29,RESPONSE,3,3,3
D29,RESPONSE,4,4,4
D29,RESPONSE,5,5,5
D29,RESPONSE,6,6,6
D29,RESPONSE,7,7,7
D29,RESPONSE,8,8,8
D29,RESPONSE,9,9,9
D29,RESPONSE, Better place to live, Besser,10
D29,RESPONSE, (Don't know),(Weiss nicht),888
D30,REQUEST,Are country's crime problems made worse or better by people coming to live here from other countries?,Nehmen durch die Zuwanderer in die Schweiz die Probleme mit der Kriminalität zu oder nehmen sie ab?,
D30,INSTRUCTION,Please use this card.,Befrager: Verwenden Sie Karte Nr. 32,
D30,RESPONSE, Crime problems made worse, Kriminalitätsprobleme nehmen zu,0
D30,RESPONSE,1,1,1
D30,RESPONSE,2,2,2
D30,RESPONSE,3,3,3
D30,RESPONSE,4,4,4
D30,RESPONSE,5,5,5
D30,RESPONSE,6,6,6
D30,RESPONSE,7,7,7
D30,RESPONSE,8,8,8
D30,RESPONSE,9,9,9
D30,RESPONSE, Crime problems made better, Kriminalitätsprobleme nehmen ab,10
D30,RESPONSE, (Don't know),(Weiss nicht),888
D31,REQUEST,"When people leave their countries to come to live in country, do you think it has a bad or good effect on those countries in the long run?","Was ist Ihre Ansicht: Wenn Menschen ihre Länder verlassen, um in die Schweiz zuzuwandern, hat dies langfristig schlechte oder gute Auswirkungen auf die Herkunftsländer?",
D31,INSTRUCTION,Please use this card.,Befrager: Verwenden Sie Karte Nr. 33,
D31,RESPONSE, Bad for those countries in the long run, langfristig schlecht für die Herkunftsländer,0
D31,RESPONSE,1,1,1
D31,RESPONSE,2,2,2
D31,RESPONSE,3,3,3
D31,RESPONSE,4,4,4
D31,RESPONSE,5,5,5
D31,RESPONSE,6,6,6
D31,RESPONSE,7,7,7
D31,RESPONSE,8,8,8
D31,RESPONSE,9,9,9
D31,RESPONSE, Good for those countries in the long run, langfristig gut für die Herkunftsländer,10
D31,RESPONSE, (Don't know),(Weiss nicht),888
D32,REQUEST,"Using this card, please say how much you agree or disagree with the following statements.","Bitte benutzen Sie Liste 34 und sagen Sie mir, wie sehr Sie den folgenden Aussagen zustimmen oder wie sehr Sie diese ablehnen.",
D32,RESPONSE,Agree,Stimme stark zu,1
D32,RESPONSE,Agree strongly,Stimme zu,2
D32,RESPONSE,Neither agree nor disagree,Weder noch,3
D32,RESPONSE,Disagree,Lehne ab,4
D32,RESPONSE,Disagree strongly,Lehne stark ab,5
D32,RESPONSE,(Don't know),(Weiss nicht),888
D33,REQUEST,Richer countries have a responsibility to accept people from poorer countries,"Reichere Länder haben die Verantwortung, Menschen aus ärmeren Ländern aufzunehmen",
D33,RESPONSE,Agree,Stimme stark zu,1
D33,RESPONSE,Agree strongly,Stimme zu,2
D33,RESPONSE,Neither agree nor disagree,Weder noch,3
D33,RESPONSE,Disagree,Lehne ab,4
D33,RESPONSE,Disagree strongly,Lehne stark ab,5
D33,RESPONSE,(Don't know),(Weiss nicht),888
D34,REQUEST,"Now thinking again of people who have come to live in country from another country who are of the same race or ethnic group as most country people, how much would you mind or not mind if someone like this...","Wenn Sie nun an die Menschen in der Schweiz denken, die aus einem anderen Herkunftsland stammen, jedoch derselben Volksgruppe oder ethnischen Gruppe wie die meisten Schweizer angehören:",
D34,REQUEST,was appointed as your boss?,"Wie sehr würde es Sie stören oder nicht stören, wenn eine solche Person...",
D34,INSTRUCTION,Please use this card for your answer.,Befrager: VORLESEN,
D34,INSTRUCTION,,Befrager: Verwenden Sie Karte Nr. 35,
D34,RESPONSE, Not mind at all, Würde mich überhaupt nicht stören,0
D34,RESPONSE,1,1,1
D34,RESPONSE,2,2,2
D34,RESPONSE,3,3,3
D34,RESPONSE,4,4,4
D34,RESPONSE,5,5,5
D34,RESPONSE,6,6,6
D34,RESPONSE,7,7,7
D34,RESPONSE,8,8,8
D34,RESPONSE,9,9,9
D34,RESPONSE, Mind a lot, Würde mich sehr stören,10
D34,RESPONSE, (Don't know),(Weiss nicht),888
D35,REQUEST,married a close relative of yours?,... eine mit Ihnen nahe verwandte Person heiraten würde?,
D35,RESPONSE, Not mind at all, Würde mich überhaupt nicht stören,0
D35,RESPONSE,1,1,1
D35,RESPONSE,2,2,2
D35,RESPONSE,3,3,3
D35,RESPONSE,4,4,4
D35,RESPONSE,5,5,5
D35,RESPONSE,6,6,6
D35,RESPONSE,7,7,7
D35,RESPONSE,8,8,8
D35,RESPONSE,9,9,9
D35,RESPONSE, Mind a lot, Würde mich sehr stören,10
D35,RESPONSE, (Don't know),(Weiss nicht),888
D36,REQUEST,And now thinking of people who have come to live in country from another country who are of a different race or ethnic group from most country people.,"Und wenn Sie nun an die Menschen in der Schweiz denken, die aus einem anderen Herkunftsland stammen und einer anderen Volksgruppe oder ethnischen Gruppe als die meisten Schweizer angehören:",
D36,REQUEST,How much would you mind or not mind if someone like this...,"Wie sehr würde es Sie stören oder nicht, wenn eine solche Person ...",
D36,REQUEST,was appointed as your boss?,... zu Ihrem Vorgesetzten ernannt würde?,
D36,INSTRUCTION,Please use this card for your answer.,Befrager: VORLESEN,
D36,INSTRUCTION,,Befrager: Verwenden Sie Karte Nr. 35,
D36,RESPONSE, Not mind at all, Würde mich überhaupt nicht stören,0
D36,RESPONSE,1,1,1
D36,RESPONSE,2,2,2
D36,RESPONSE,3,3,3
D36,RESPONSE,4,4,4
D36,RESPONSE,5,5,5
D36,RESPONSE,6,6,6
D36,RESPONSE,7,7,7
D36,RESPONSE,8,8,8
D36,RESPONSE,9,9,9
D36,RESPONSE, Mind a lot, Würde mich sehr stören,10
D36,RESPONSE, (Don't know),(Weiss nicht),888
D37,REQUEST,married a close relative of yours?,... eine mit Ihnen nahe verwandte Person heiraten würde?,
D37,RESPONSE, Not mind at all, Würde mich überhaupt nicht stören,0
D37,RESPONSE,1,1,1
D37,RESPONSE,2,2,2
D37,RESPONSE,3,3,3
D37,RESPONSE,4,4,4
D37,RESPONSE,5,5,5
D37,RESPONSE,6,6,6
D37,RESPONSE,7,7,7
D37,RESPONSE,8,8,8
D37,RESPONSE,9,9,9
D37,RESPONSE, Mind a lot, Würde mich sehr stören,10
D37,RESPONSE, (Don't know),(Weiss nicht),888
D38,REQUEST,Suppose you were choosing where to live.,"Stellen Sie sich nun vor, Sie könnten sich jetzt entscheiden, wo Sie leben möchten.",
D38,REQUEST,Which of the three types of area on this card would you ideally wish to live in?,"An welchem der drei Wohngebiete, die auf Liste 36 stehen, möchten Sie am liebsten leben?",
D38,RESPONSE,An area where almost nobody was of a different race or ethnic group from most country people,"Ein Gebiet, wo praktisch niemand einer anderen Volksgruppe oder ethnischen Gruppe angehört, die sich vom Grossteil der Schweizer unterscheidet.",1
D38,RESPONSE,Some people were of a different race or ethnic group from most country people,"Ein Gebiet, wo einige Menschen leben, die einer anderen Volksgruppe oder ethnischen Gruppe angehören, die sich vom Grossteil der Schweizer unterscheidet.",2
D38,RESPONSE,Many people were of a different race or ethnic group,"Ein Gebiet, wo viele Menschen leben, die einer anderen Volksgruppe oder ethnischen Gruppe angehören, die sich vom Grossteil der Schweizer unterscheidet.",3
D38,RESPONSE,It would make no difference,Es wäre mir gleichgültig,4
D38,RESPONSE,(Don't know),(Weiss nicht),888
D39,REQUEST,"And now using this card, how would you describe the area where you currently live?",Und nun benutzen Sie Liste 37.,
D39,RESPONSE,An area where almost nobody was of a different race or ethnic group from most country people,"Ein Gebiet, in dem praktisch niemand einer anderen Volksgruppe oder ethnischen Gruppe angehört.",1
D39,RESPONSE,Some people were of a different race or ethnic group from most country people,"Ein Gebiet, in dem einige Bewohner einer Volksgruppe oder ethnischen Gruppe angehören, der sich vom Grossteil der Schweizer unterscheidet.",2
D39,RESPONSE,Many people were of a different race or ethnic group,"Ein Gebiet, in dem viele Bewohner einer anderen Volksgruppe oder ethnischen Gruppe angehören.",3
D39,RESPONSE,(Don't know),(Weiss nicht),888
D40,REQUEST,"Using this card, please tell me how much you agree or disagree with each of these statements.","Können Sie mir sagen, wie sehr Sie mit jeder der folgenden Aussagen zustimmen oder sie ablehnen?",
D40,REQUEST,Firstly...,Erstens...,
D40,REQUEST,It is better for a country if almost everyone shares the same customs and traditions,"Es ist besser für ein Land, wenn fast alle Einwohner die gleichen Bräuche und Traditionen haben.",
D40,RESPONSE,Agree,Stimme stark zu,1
D40,RESPONSE,Agree strongly,Stimme zu,2
D40,RESPONSE,Neither agree nor disagree,Weder noch,3
D40,RESPONSE,Disagree,Lehne ab,4
D40,RESPONSE,Disagree strongly,Lehne stark ab,5
D40,RESPONSE,(Don't know),(Weiss nicht),888
D41,REQUEST,It is better for a country if there are a variety of different religions,"Es ist besser für ein Land, wenn es eine Vielfalt unterschiedlicher Religionen gibt.",
D41,RESPONSE,Agree,Stimme stark zu,1
D41,RESPONSE,Agree strongly,Stimme zu,2
D41,RESPONSE,Neither agree nor disagree,Weder noch,3
D41,RESPONSE,Disagree,Lehne ab,4
D41,RESPONSE,Disagree strongly,Lehne stark ab,5
D41,RESPONSE,(Don't know),(Weiss nicht),888
D42,REQUEST,It is better for a country if almost everyone is able to speak at least one common language,"Es ist besser für ein Land, wenn fast alle in der Lage sind, zumindest eine gemeinsame Sprache zu sprechen.",
D42,RESPONSE,Agree,Stimme stark zu,1
D42,RESPONSE,Agree strongly,Stimme zu,2
D42,RESPONSE,Neither agree nor disagree,Weder noch,3
D42,RESPONSE,Disagree,Lehne ab,4
D42,RESPONSE,Disagree strongly,Lehne stark ab,5
D42,RESPONSE,(Don't know),(Weiss nicht),888
D43,REQUEST,Communities of people who have come to live here should be allowed to educate their children in their own separate schools if they wish,"Zuwanderergruppen sollten hier die Erlaubnis haben, ihre Kinder in eigenen Schulen zu erziehen, falls sie dies wünschen.",
D43,RESPONSE,Agree,Stimme stark zu,1
D43,RESPONSE,Agree strongly,Stimme zu,2
D43,RESPONSE,Neither agree nor disagree,Weder noch,3
D43,RESPONSE,Disagree,Lehne ab,4
D43,RESPONSE,Disagree strongly,Lehne stark ab,5
D43,RESPONSE,(Don't know),(Weiss nicht),888
D44,REQUEST,If a country wants to reduce tensions it should stop immigration,"Wenn ein Land Spannungen abbauen will, so sollte es die Einwanderung stoppen.",
D44,RESPONSE,Agree,Stimme stark zu,1
D44,RESPONSE,Agree strongly,Stimme zu,2
D44,RESPONSE,Neither agree nor disagree,Weder noch,3
D44,RESPONSE,Disagree,Lehne ab,4
D44,RESPONSE,Disagree strongly,Lehne stark ab,5
D44,RESPONSE,(Don't know),(Weiss nicht),888
D45,REQUEST,How good or bad are each of these things for a country?,Wie gut oder wie schlecht sind die folgenden Massnahmen für ein Land?,
D45,INSTRUCTION,Please use this card.,Befrager: VORLESEN,
D45,INSTRUCTION,,Befrager: Verwenden Sie Karte Nr. 39,
D45,REQUEST,Firstly...,Erstens...,
D45,REQUEST,A law against racial or ethnic discrimination in the workplace.,Ein Gesetz gegen Diskriminierung von bestimmten Volksgruppen oder ethnischen Gruppen am Arbeitsplatz.,
D45,INSTRUCTION,Please use this card for your answer.,Befrager: VORLESEN,
D45,RESPONSE, Extremely bad, Äusserst schlecht,0
D45,RESPONSE,1,1,1
D45,RESPONSE,2,2,2
D45,RESPONSE,3,3,3
D45,RESPONSE,4,4,4
D45,RESPONSE,5,5,5
D45,RESPONSE,6,6,6
D45,RESPONSE,7,7,7
