item_name,item_type,source,target,item_value
C10,RESPONSE,(Don't know),(Weiß nicht),888
C11,REQUEST,Have you ever considered yourself as belonging to any particular religion or denomination?,Haben Sie jemals einer bestimmten Religion oder Glaubensrichtung angehört?,
C11,RESPONSE,Yes,ja,1
C11,RESPONSE,No,nein,2
C11,RESPONSE,(Don't know),(Weiß nicht),888
C12,REQUEST,Which one?,Welcher?,
C12,RESPONSE,Christian – no denomination,Römisch-Katholisch,1
C12,RESPONSE,Roman Catholic,andere Christen,2
C12,RESPONSE,Greek or Russian Orthodox,Griechisch oder Russisch Orthodox,3
C12,RESPONSE,Other Eastern Orthodox,andere östliche Orthodoxie,4
C12,RESPONSE,Protestant (no further detail),Evangelisch AB,5
C12,RESPONSE,Church of England / Anglican,Evangelisch HB,6
C12,RESPONSE,Baptist,andere Protestanten,7
C12,RESPONSE,Methodist,Hindu,8
C12,RESPONSE,Presbyterian / Church of Scotland,Sikh,9
C12,RESPONSE,United Reform Church / Congregational,Buddhist,10
C12,RESPONSE,Free Presbyterian,andere östliche Religionen,11
C12,RESPONSE,Brethren,Jüdisch,12
C12,RESPONSE,Other Protestant,Moslem,13
C12,RESPONSE,Other Christian,andere Nicht-christliche Religion,14
C12,RESPONSE,(Don't know),(Weiß nicht),888
C13,REQUEST,"Regardless of whether you belong to a particular religion, how religious would you say you are?","Ungeachtet, ob Sie einer bestimmten Religion angehören, für wie religiös halten Sie sich?",
C13,RESPONSE, Not at all religious, Überhaupt nicht religiös,0
C13,RESPONSE,1,1,1
C13,RESPONSE,2,2,2
C13,RESPONSE,3,3,3
C13,RESPONSE,4,4,4
C13,RESPONSE,5,5,5
C13,RESPONSE,6,6,6
C13,RESPONSE,7,7,7
C13,RESPONSE,8,8,8
C13,RESPONSE,9,9,9
C13,RESPONSE, Very religious, Sehr religiös,10
C13,RESPONSE,(Don't know),(Weiß nicht),888
C14,REQUEST,"Apart from special occasions such as weddings and funerals, about how often do you attend religious services nowadays?","Abgesehen von besonderen Anlässen wie Hochzeiten und Begräbnissen, wie oft besuchen Sie derzeit einen Gottesdienst?",
C14,RESPONSE,Every day,täglich,1
C14,RESPONSE,More than once a week,mehr als einmal die Woche,2
C14,RESPONSE,Once a week,einmal die Woche,3
C14,RESPONSE,At least once a month,zumindest einmal im Monat,4
C14,RESPONSE,Only on special holy days,nur an besonderen Feiertagen,5
C14,RESPONSE,Less often,weniger oft,6
C14,RESPONSE,Never,nie,7
C14,RESPONSE,(Don't know),(Weiß nicht),888
C15,REQUEST,"Apart from when you are at religious services, how often, if at all, do you pray?",Wie oft beten Sie außerhalb von Gottesdiensten?,
C15,RESPONSE,Every day,täglich,1
C15,RESPONSE,More than once a week,mehr als einmal die Woche,2
C15,RESPONSE,Once a week,einmal die Woche,3
C15,RESPONSE,At least once a month,zumindest einmal im Monat,4
C15,RESPONSE,Only on special holy days,nur an hohen Feiertagen,5
C15,RESPONSE,Less often,weniger oft,6
C15,RESPONSE,Never,nie,7
C15,RESPONSE,(Don't know),(Weiß nicht),888
C16,REQUEST,Would you describe yourself as being a member of a group that is discriminated against in this country?,"Würden Sie sich als Angehörige einer Gruppe bezeichnen, die in diesem Land diskriminiert und benachteiligt wird?",
C16,RESPONSE,Yes,ja,1
C16,RESPONSE,No,nein,2
C16,RESPONSE,(Don't know),(Weiß nicht),888
C17,REQUEST,On what grounds is your group discriminated against?,Aus welchen Gründen wird Ihre Gruppierung diskriminiert und benachteiligt?,
C17,RESPONSE,Colour or race,Hautfarbe,1
C17,RESPONSE,Nationality,Nationalität,2
C17,RESPONSE,Religion,Religion,3
C17,RESPONSE,Language,Sprache,4
C17,RESPONSE,Ethnic group,Volksgruppe oder ethnische Gruppe,5
C17,RESPONSE,Age,Alter,6
C17,RESPONSE,Gender,Geschlecht,7
C17,RESPONSE,Sexuality,Sexuelle Neigungen,8
C17,RESPONSE,Disability,Behinderung,9
C17,RESPONSE,Other,andere,10
C17,RESPONSE,(Don't know),(Weiß nicht),888
C18,REQUEST,Are you a citizen of country?,Sind Sie österreichischer Staatsbürger?,
C18,RESPONSE,Yes,ja,1
C18,RESPONSE,No,nein,2
C18,RESPONSE,(Don't know),(Weiß nicht),888
C19,REQUEST,What citizenship do you hold?,Welche Staatsbürgerschaft haben Sie?,
C20,REQUEST,Were you born in country?,Wurden Sie in Österreich geboren?,
C20,RESPONSE,Yes,ja,1
C20,RESPONSE,No,nein,2
C20,RESPONSE,(Don't know),(Weiß nicht),888
C22,REQUEST,How long ago did you first come to live in country?,"Wann sind Sie zum ersten Mal nach Österreich gekommen, um hier zu leben?",
C22,RESPONSE,Within the last year,im letzten Jahr,1
C22,RESPONSE,1-5 years ago,vor 1-5 Jahren,2
C22,RESPONSE,6-10 years ago,vor 6-10 Jahren,3
C22,RESPONSE,11-20 years ago,vor 11-20 Jahren,4
C22,RESPONSE,More than 20 years ago,vor mehr als 20 Jahren,5
C22,RESPONSE,(Don't know),(Weiß nicht),888
C23,REQUEST,What language or languages do you speak most often at home?,Welche Sprache beziehungsweise Sprachen sprechen Sie zu Hause am häufigsten?,
C23,RESPONSE,WRITE IN UP TO 2 LANGUAGES, (Tragen Sie bis zu 2 Sprachen ein),1
C23,RESPONSE,(Don't know),(Weiß nicht),888
C24,REQUEST,Do you belong to a minority ethnic group in country?,Gehören Sie einer Volksgruppe oder einer ethnischen Minderheit in Österreich an?,
C24,RESPONSE,Yes,ja,1
C24,RESPONSE,No,nein,2
C24,RESPONSE,(Don't know),(Weiß nicht),888
C25,REQUEST,Was your father born in country?,Wurde Ihr Vater in Österreich geboren?,
C25,RESPONSE,Yes,ja,1
C25,RESPONSE,No,nein,2
C25,RESPONSE,(Don't know),(Weiß nicht),888
C26,REQUEST,From which of these continents does your father originally come?,Von welchem dieser Erdteile kam Ihr Vater ursprünglich?,
C26,RESPONSE,Europe,Europa,1
C26,RESPONSE,Africa,Afrika,2
C26,RESPONSE,Asia,Asien,3
C26,RESPONSE,North America,Nordamerika,4
C26,RESPONSE,South America and the Caribbean,Südamerika und Karibik,5
C26,RESPONSE,Australasia,Australien und Ozeanien,6
C26,RESPONSE,(Don't know),(Weiß nicht),888
C27,REQUEST,Was your mother born in country?,Wurde Ihre Mutter in Österreich geboren?,
C27,RESPONSE,Yes,ja,1
C27,RESPONSE,No,nein,2
C27,RESPONSE,(Don't know),(Weiß nicht),888
C28,REQUEST,From which of these continents does your mother originally come?,Von welchem dieser Erdteile kam Ihre Mutter ursprünglich?,
C28,RESPONSE,Europe,Europa,1
C28,RESPONSE,Africa,Afrika,2
C28,RESPONSE,Asia,Asien,3
C28,RESPONSE,North America,Nordamerika,4
C28,RESPONSE,South America and the Caribbean,Südamerika und Karibik,5
C28,RESPONSE,Australasia,Australien und Ozeanien,6
C28,RESPONSE,(Don't know),(Weiß nicht),888
E13,REQUEST,"Looking at this card, how important is each of these things in your life.",Wie wichtig ist jedes dieser Dinge in Ihrem Leben?,
E13,REQUEST,Firstly...,Familie,
E13,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E13,RESPONSE,1,1,1
E13,RESPONSE,2,2,2
E13,RESPONSE,3,3,3
E13,RESPONSE,4,4,4
E13,RESPONSE,5,5,5
E13,RESPONSE,6,6,6
E13,RESPONSE,7,7,7
E13,RESPONSE,8,8,8
E13,RESPONSE,9,9,9
E13,RESPONSE, Extremely important, äußerst wichtig,10
E13,RESPONSE, (Don't know),(Weiß nicht),888
E14,REQUEST,...friends?,Freunde,
E14,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E14,RESPONSE,1,1,1
E14,RESPONSE,2,2,2
E14,RESPONSE,3,3,3
E14,RESPONSE,4,4,4
E14,RESPONSE,5,5,5
E14,RESPONSE,6,6,6
E14,RESPONSE,7,7,7
E14,RESPONSE,8,8,8
E14,RESPONSE,9,9,9
E14,RESPONSE, Extremely important, äußerst wichtig,10
E14,RESPONSE, (Don't know),(Weiß nicht),888
E15,REQUEST,...leisure time?,Freizeit,
E15,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E15,RESPONSE,1,1,1
E15,RESPONSE,2,2,2
E15,RESPONSE,3,3,3
E15,RESPONSE,4,4,4
E15,RESPONSE,5,5,5
E15,RESPONSE,6,6,6
E15,RESPONSE,7,7,7
E15,RESPONSE,8,8,8
E15,RESPONSE,9,9,9
E15,RESPONSE, Extremely important, äußerst wichtig,10
E15,RESPONSE, (Don't know),(Weiß nicht),888
E16,REQUEST,...politics?,Politik,
E16,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E16,RESPONSE,1,1,1
E16,RESPONSE,2,2,2
E16,RESPONSE,3,3,3
E16,RESPONSE,4,4,4
E16,RESPONSE,5,5,5
E16,RESPONSE,6,6,6
E16,RESPONSE,7,7,7
E16,RESPONSE,8,8,8
E16,RESPONSE,9,9,9
E16,RESPONSE, Extremely important, äußerst wichtig,10
E16,RESPONSE, (Don't know),(Weiß nicht),888
E17,REQUEST,...work?,Arbeit,
E17,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E17,RESPONSE,1,1,1
E17,RESPONSE,2,2,2
E17,RESPONSE,3,3,3
E17,RESPONSE,4,4,4
E17,RESPONSE,5,5,5
E17,RESPONSE,6,6,6
E17,RESPONSE,7,7,7
E17,RESPONSE,8,8,8
E17,RESPONSE,9,9,9
E17,RESPONSE, Extremely important, äußerst wichtig,10
E17,RESPONSE, (Don't know),(Weiß nicht),888
E18,REQUEST,...religion?,Religion,
E18,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E18,RESPONSE,1,1,1
E18,RESPONSE,2,2,2
E18,RESPONSE,3,3,3
E18,RESPONSE,4,4,4
E18,RESPONSE,5,5,5
E18,RESPONSE,6,6,6
E18,RESPONSE,7,7,7
E18,RESPONSE,8,8,8
E18,RESPONSE,9,9,9
E18,RESPONSE, Extremely important, äußerst wichtig,10
E18,RESPONSE, (Don't know),(Weiß nicht),888
E19,REQUEST,...voluntary organisations?,Vereine beziehungsweise freiwillige Organisationen,
E19,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E19,RESPONSE,1,1,1
E19,RESPONSE,2,2,2
E19,RESPONSE,3,3,3
E19,RESPONSE,4,4,4
E19,RESPONSE,5,5,5
E19,RESPONSE,6,6,6
E19,RESPONSE,7,7,7
E19,RESPONSE,8,8,8
E19,RESPONSE,9,9,9
E19,RESPONSE, Extremely important, äußerst wichtig,10
E19,RESPONSE, (Don't know),(Weiß nicht),888
E20,REQUEST,"...Not counting anything you do for your family, in your work, or within voluntary organisations, how often, if at all, do you actively provide help for other people?","Abgesehen davon, was Sie für Ihre Familie, in Ihrer Arbeit oder innerhalb von Vereinen beziehungsweise von freiwilligen Organisationen tun, wie oft helfen Sie von sich aus anderen Leuten?",
E20,RESPONSE,Every day,täglich,1
E20,RESPONSE,Several times a week,mehrmals die Woche,2
E20,RESPONSE,Once a week,einmal die Woche,3
E20,RESPONSE,Several times a month,mehrmals im Monat,4
E20,RESPONSE,Once a month,einmal im Monat,5
E20,RESPONSE,Less often,weniger oft,6
E20,RESPONSE,Never,nie,7
E20,RESPONSE,(Don't know),(Weiß nicht),888
E21,REQUEST,"...Still using this card, how often would you say you discuss politics and current affairs?",Wie oft diskutieren Sie über Politik und das aktuelle Geschehen?,
E21,RESPONSE,Every day,täglich,1
E21,RESPONSE,Several times a week,mehrmals die Woche,2
E21,RESPONSE,Once a week,einmal die Woche,3
E21,RESPONSE,Several times a month,mehrmals im Monat,4
E21,RESPONSE,Once a month,einmal im Monat,5
E21,RESPONSE,Less often,weniger oft,6
E21,RESPONSE,Never,nie,7
E21,RESPONSE,(Don't know),(Weiß nicht),888
E22,REQUEST,"To be a good citizen, how important would you say it is for a person to...","Um ein guter Staatsbürger zu sein, wie wichtig ist es Ihrer Meinung nach für jemanden ...?",
E22,REQUEST,...support people who are worse off than themselves?,"Unterstützung für jene Menschen zu gewähren, die schlechter dran sind als man selbst",
E22,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E22,RESPONSE,1,1,1
E22,RESPONSE,2,2,2
E22,RESPONSE,3,3,3
E22,RESPONSE,4,4,4
E22,RESPONSE,5,5,5
E22,RESPONSE,6,6,6
E22,RESPONSE,7,7,7
E22,RESPONSE,8,8,8
E22,RESPONSE,9,9,9
E22,RESPONSE, Extremely important, äußerst wichtig,10
E22,RESPONSE, (Don't know),(Weiß nicht),888
E23,REQUEST,...vote in elections?,an Wahlen teilzunehmen,
E23,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E23,RESPONSE,1,1,1
E23,RESPONSE,2,2,2
E23,RESPONSE,3,3,3
E23,RESPONSE,4,4,4
E23,RESPONSE,5,5,5
E23,RESPONSE,6,6,6
E23,RESPONSE,7,7,7
E23,RESPONSE,8,8,8
E23,RESPONSE,9,9,9
E23,RESPONSE, Extremely important, äußerst wichtig,10
E23,RESPONSE, (Don't know),(Weiß nicht),888
E24,REQUEST,...always obey laws and regulations?,immer die Gesetze und Verordnungen zu befolgen,
E24,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E24,RESPONSE,1,1,1
E24,RESPONSE,2,2,2
E24,RESPONSE,3,3,3
E24,RESPONSE,4,4,4
E24,RESPONSE,5,5,5
E24,RESPONSE,6,6,6
E24,RESPONSE,7,7,7
E24,RESPONSE,8,8,8
E24,RESPONSE,9,9,9
E24,RESPONSE, Extremely important, äußerst wichtig,10
E24,RESPONSE, (Don't know),(Weiß nicht),888
E25,REQUEST,"...form their own opinion, independently of others?",eine eigene Meinung zu bilden unabhängig von jener der anderen,
E25,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E25,RESPONSE,1,1,1
E25,RESPONSE,2,2,2
E25,RESPONSE,3,3,3
E25,RESPONSE,4,4,4
E25,RESPONSE,5,5,5
E25,RESPONSE,6,6,6
E25,RESPONSE,7,7,7
E25,RESPONSE,8,8,8
E25,RESPONSE,9,9,9
E25,RESPONSE, Extremely important, äußerst wichtig,10
E25,RESPONSE, (Don't know),(Weiß nicht),888
E26,REQUEST,...be active in voluntary organisations?,aktiv bei Vereinen beziehungsweise bei freiwilligen Organisationen mitzuarbeiten,
E26,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E26,RESPONSE,1,1,1
E26,RESPONSE,2,2,2
E26,RESPONSE,3,3,3
E26,RESPONSE,4,4,4
E26,RESPONSE,5,5,5
E26,RESPONSE,6,6,6
E26,RESPONSE,7,7,7
E26,RESPONSE,8,8,8
E26,RESPONSE,9,9,9
E26,RESPONSE, Extremely important, äußerst wichtig,10
E26,RESPONSE, (Don't know),(Weiß nicht),888
E27,REQUEST,...be active in voluntary politics?,politisch aktiv zu sein,
E27,RESPONSE, Extremely unimportant, äußerst unwichtig,0
E27,RESPONSE,1,1,1
E27,RESPONSE,2,2,2
E27,RESPONSE,3,3,3
E27,RESPONSE,4,4,4
E27,RESPONSE,5,5,5
E27,RESPONSE,6,6,6
E27,RESPONSE,7,7,7
E27,RESPONSE,8,8,8
E27,RESPONSE,9,9,9
E27,RESPONSE, Extremely important, äußerst wichtig,10
E27,RESPONSE, (Don't know),(Weiß nicht),888
E28,REQUEST,...How long have you lived in this area?,Wie viele Jahre leben Sie schon in dieser Wohngegend?,
E29,REQUEST,The next set of questions is about working life.,Die nächste Fragengruppe beschäftigt sich mit dem Arbeitsleben.,
E29,REQUEST,"Can I just check, are you currently ...","Darf ich kurz fragen, sind Sie zur Zeit ...?",
E29,RESPONSE,...employed (ASK E30),unselbständig beschäftigt,1
E29,RESPONSE,...self-employed,selbständig,2
E29,RESPONSE,"or, not in paid work? (GO TO F1)",ohne bezahlte Arbeit,3
E29,RESPONSE,(Don't know),(Weiß nicht),888
E30,REQUEST,I am going to read out a list of things about your working life.,Ich werde Ihnen eine Liste mit Aussagen zu Ihrem Arbeitsleben vorlesen.,
E30,REQUEST,"Using this card, please say how much the management at your work allows you...","Sagen Sie mir bitte, wie weit es Ihr Arbeitgeber oder Ihre Geschäftsleitung erlaubt, dass Sie an Ihrem Arbeitsplatz ...?",
E30,REQUEST,... to be flexible in your working hours?,sich Ihre Arbeitszeit flexibel gestalten,
E30,RESPONSE, I have no influence, ich habe keinen Einfluss,0
E30,RESPONSE,1,1,1
E30,RESPONSE,2,2,2
E30,RESPONSE,3,3,3
E30,RESPONSE,4,4,4
E30,RESPONSE,5,5,5
E30,RESPONSE,6,6,6
E30,RESPONSE,7,7,7
E30,RESPONSE,8,8,8
E30,RESPONSE,9,9,9
E30,RESPONSE, I have complete control, ich habe völlige Kontrolle,10
E30,RESPONSE, (Don't know),(Weiß nicht),888
E31,REQUEST,...to decide how your own daily work is organised?,"entscheiden, wie Sie Ihre tägliche Arbeit organisieren",
E31,RESPONSE, I have no influence, ich habe keinen Einfluss,0
E31,RESPONSE,1,1,1
E31,RESPONSE,2,2,2
E31,RESPONSE,3,3,3
E31,RESPONSE,4,4,4
E31,RESPONSE,5,5,5
E31,RESPONSE,6,6,6
E31,RESPONSE,7,7,7
E31,RESPONSE,8,8,8
E31,RESPONSE,9,9,9
E31,RESPONSE, I have complete control, ich habe völlige Kontrolle,10
E31,RESPONSE, (Don't know),(Weiß nicht),888
E32,REQUEST,...to influence your environment?,Ihr Arbeitsumfeld gestalten,
E32,RESPONSE, I have no influence, ich habe keinen Einfluss,0
E32,RESPONSE,1,1,1
E32,RESPONSE,2,2,2
E32,RESPONSE,3,3,3
E32,RESPONSE,4,4,4
E32,RESPONSE,5,5,5
E32,RESPONSE,6,6,6
E32,RESPONSE,7,7,7
E32,RESPONSE,8,8,8
E32,RESPONSE,9,9,9
E32,RESPONSE, I have complete control, ich habe völlige Kontrolle,10
E32,RESPONSE, (Don't know),(Weiß nicht),888
E33,REQUEST,...to influence decisions about the general direction of your work?,Einfluss nehmen auf Entscheidungen über die generelle Ausrichtung Ihrer Arbeit,
E33,RESPONSE, I have no influence, ich habe keinen Einfluss,0
E33,RESPONSE,1,1,1
E33,RESPONSE,2,2,2
E33,RESPONSE,3,3,3
E33,RESPONSE,4,4,4
E33,RESPONSE,5,5,5
E33,RESPONSE,6,6,6
E33,RESPONSE,7,7,7
E33,RESPONSE,8,8,8
E33,RESPONSE,9,9,9
E33,RESPONSE, I have complete control, ich habe völlige Kontrolle,10
E33,RESPONSE, (Don't know),(Weiß nicht),888
E34,REQUEST,...to change your work tasks if you wish to?,"Ihre Arbeitsaufgaben und Zuständigkeiten ändern, wenn Sie es wünschen",
E34,RESPONSE, I have no influence, ich habe keinen Einfluss,0
E34,RESPONSE,1,1,1
E34,RESPONSE,2,2,2
E34,RESPONSE,3,3,3
E34,RESPONSE,4,4,4
E34,RESPONSE,5,5,5
E34,RESPONSE,6,6,6
E34,RESPONSE,7,7,7
E34,RESPONSE,8,8,8
E34,RESPONSE,9,9,9
E34,RESPONSE, I have complete control, ich habe völlige Kontrolle,10
E34,RESPONSE, (Don't know),(Weiß nicht),888
E35,REQUEST,"Now using this card, how difficult or easy would it be for you...",Wie schwierig oder leicht wäre es für Sie ...?,
E35,REQUEST,... to get a similar or better job with another employer if you wanted to?,"einen ähnlichen oder besseren Job bei einem anderen Arbeitgeber zu bekommen, wenn sie es wollten",
E35,RESPONSE, Extremely difficult, äußerst schwierig,0
E35,RESPONSE,1,1,1
E35,RESPONSE,2,2,2
E35,RESPONSE,3,3,3
E35,RESPONSE,4,4,4
E35,RESPONSE,5,5,5
E35,RESPONSE,6,6,6
E35,RESPONSE,7,7,7
E35,RESPONSE,8,8,8
E35,RESPONSE,9,9,9
E35,RESPONSE, Extremely easy, äußerst leicht,10
E35,RESPONSE, (Don't know),(Weiß nicht),888
E36,REQUEST,... to start your own business if you wanted to?,"Ihr eigenes Geschäft zu gründen, wenn Sie es wollten",
E36,RESPONSE, Extremely difficult, äußerst schwierig,0
E36,RESPONSE,1,1,1
E36,RESPONSE,2,2,2
E36,RESPONSE,3,3,3
E36,RESPONSE,4,4,4
E36,RESPONSE,5,5,5
E36,RESPONSE,6,6,6
E36,RESPONSE,7,7,7
E36,RESPONSE,8,8,8
E36,RESPONSE,9,9,9
E36,RESPONSE, Extremely easy, äußerst leicht,10
E36,RESPONSE, (Don't know),(Weiß nicht),888
E37,REQUEST,"... Can I just check, is there a trade union or similar organisation at your work place?","Kann ich erfahren, ob es an Ihrem Arbeitsplatz eine Gewerkschaft",
E37,RESPONSE,Yes (ASK E38 and E39),ja,1
E37,RESPONSE,No (GO TO E40),nein,2
E37,RESPONSE,(Don't know),(Weiß nicht),888
E38,REQUEST,How difficult or easy is it...,Wie schwer oder leicht ist es ...?,
E38,REQUEST,... to have a say in the actions taken by the trade union?,"ein Mitspracherecht bei Aktionen, die von der Gewerkschaft gesetzt werden, zu haben",
E38,RESPONSE, Extremely difficult, äußerst schwierig,0
E38,RESPONSE,1,1,1
E38,RESPONSE,2,2,2
E38,RESPONSE,3,3,3
E38,RESPONSE,4,4,4
E38,RESPONSE,5,5,5
E38,RESPONSE,6,6,6
E38,RESPONSE,7,7,7
E38,RESPONSE,8,8,8
E38,RESPONSE,9,9,9
E38,RESPONSE, Extremely easy, äußerst leicht,10
E38,RESPONSE, (Don't know),(Weiß nicht),888
E39,REQUEST,... or the trade union to influence conditions at your place of work?,"für die Gewerkschaft, die Bedingungen an Ihrem Arbeitsplatz zu beeinflussen",
E39,RESPONSE, Extremely difficult, äußerst schwierig,0
E39,RESPONSE,1,1,1
E39,RESPONSE,2,2,2
E39,RESPONSE,3,3,3
E39,RESPONSE,4,4,4
E39,RESPONSE,5,5,5
E39,RESPONSE,6,6,6
E39,RESPONSE,7,7,7
E39,RESPONSE,8,8,8
E39,RESPONSE,9,9,9
E39,RESPONSE, Extremely easy, äußerst leicht,10
E39,RESPONSE, (Don't know),(Weiß nicht),888
E40,REQUEST,"... During the last 12 months, how satisfied or dissatisfied have you generally been with the way things have been handled in your work or workplace?","Wie zufrieden oder unzufrieden waren Sie generell gesehen während der letzten 12 Monate mit der Art, wie Dinge in Ihrer Arbeit oder an Ihrem Arbeitsplatz gehandhabt wurden?",
E40,RESPONSE, Extremely dissatisfied, äußerst unzufrieden,0
E40,RESPONSE,1,1,1
E40,RESPONSE,2,2,2
E40,RESPONSE,3,3,3
E40,RESPONSE,4,4,4
E40,RESPONSE,5,5,5
E40,RESPONSE,6,6,6
E40,RESPONSE,7,7,7
E40,RESPONSE,8,8,8
E40,RESPONSE,9,9,9
E40,RESPONSE, Extremely satisfied, äußerst zufrieden,10
E40,RESPONSE, (Don't know),(Weiß nicht),888
E41,REQUEST,"... During the last 12 months, have you made any attempt to improve conditions at work, or to prevent them from getting worse?","Haben Sie während der letzten 12 Monate irgendwie versucht, die Bedingungen am Arbeitsplatz zu verbessern oder zu verhindern, dass sie sich verschlechtern?",
E41,RESPONSE,Yes (ASK E42),ja,1
E41,RESPONSE,No (GO TO F1),nein,2
E41,RESPONSE,(Don't know),(Weiß nicht),888
