item_name,item_type,source,target,item_value,source_survey_itemID,target_survey_itemID
Q2,RESPONSE,frequently,Často,1.0,EVS_R03_1999_ENG_GB_9,EVS_R03_1999_CZE_CZ_8
Q2,RESPONSE,occasionally,Příležitostně,2.0,EVS_R03_1999_ENG_GB_9,EVS_R03_1999_CZE_CZ_8
Q2,RESPONSE,never,Nikdy,3.0,EVS_R03_1999_ENG_GB_9,EVS_R03_1999_CZE_CZ_8
Q3,INSTRUCTION,Show card B,PŘEDLOŽTE KARTU 3,,EVS_R03_1999_ENG_GB_10,EVS_R03_1999_CZE_CZ_9
Q3,INSTRUCTION,Read out each statement and code an answer for each,čtěte postupně výroky a kódujte odpověď na každý výrok,,EVS_R03_1999_ENG_GB_10,EVS_R03_1999_CZE_CZ_9
Q3,REQUEST,am now going to read out some statements about the environment.,Nyní Vám přečtu několik výroků o životním prostředí.,,EVS_R03_1999_ENG_GB_10,EVS_R03_1999_CZE_CZ_9
Q3,REQUEST,"For each one read out, can you tell me whether you agree strongly, agree, disagree or strongly disagree?","O každém mi, prosím, řekněte, zda s ním rozhodně souhlasíte, souhlasíte, nesouhlasíte, nebo rozhodně nesouhlasíte.",,EVS_R03_1999_ENG_GB_10,EVS_R03_1999_CZE_CZ_9
Q4,INSTRUCTION,Read out,,,EVS_R03_1999_ENG_GB_14,
Q4,REQUEST,"Thinking of the environment and taking all things together, would you say you are ...",,,EVS_R03_1999_ENG_GB_14,
Q4,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q4,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q4,RESPONSE,very happy,Velmi šťastný/á,1.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q4,RESPONSE,quite happy,Celkem šťastný/á,2.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q4,RESPONSE,not very happy,Ne moc šťastný/á,3.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q4,RESPONSE,not at all happy,Vůbec ne šťastný/á,4.0,EVS_R03_1999_ENG_GB_14,EVS_R03_1999_CZE_CZ_13
Q5a,INSTRUCTION,Show card C,PŘEDLOŽTE KARTU 5,,EVS_R03_1999_ENG_GB_15,EVS_R03_1999_CZE_CZ_14
Q5a,INSTRUCTION,Code all mentioned under (a) as '1',(Kódujte všechny zmíněné odpovědi ve sloupci (a)),,EVS_R03_1999_ENG_GB_15,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,"Please look carefully at the following list of voluntary organisations and activities and say ... which, if any, do you belong to?",Prosím prohlédněte si pečlivě seznam dobrovolných organizací a aktivit a řekněte ... a) ke kterým z nich náležíte?,,EVS_R03_1999_ENG_GB_15,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Sociální služby pro přestárlé, postižené nebo jinak znevýhodněné občany",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Náboženské nebo církevní organizace,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Vzdělávací, umělecké, hudební nebo kulturní aktivity",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Odbory,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Politické strany nebo hnutí,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Činnosti v místě bydliště zaměřené na chudobu, zaměstnanost, bydlení, rasovou snášenlivost",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Rozvoj zemí třetího světa nebo lidská práva,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Ochrana životního prostředí, ekologická hnutí, práva zvířat",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Sdružení podle povolání, profesní asociace",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Práce s mládeží (např. vedení skautů, kluby mládeže apod.)",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Sport nebo zábava,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,"Organizace žen, ženské hnutí",,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Mírová  hnutí,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Dobrovolné organizace v oblasti zdraví,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Jiné skupiny,,,EVS_R03_1999_CZE_CZ_14
Q5a,REQUEST,,Žádné,,,EVS_R03_1999_CZE_CZ_14
Q5b,INSTRUCTION,Show card C,PŘEDLOŽTE KARTU 5,,EVS_R03_1999_ENG_GB_32,EVS_R03_1999_CZE_CZ_15
Q5b,INSTRUCTION,Code all mentioned under (b) as '1',(Kódujte všechny zmíněné odpovědi ve sloupci (b)),,EVS_R03_1999_ENG_GB_32,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,"Please look carefully at the following list of voluntary organisations and activities and say ... which, if any, are you currently doing unpaid voluntary work for?",Prosím prohlédněte si pečlivě seznam dobrovolných organizací a aktivit a řekněte ... b) pro které z nich v současné době vykonáváte neplacenou dobrovolnou práci?,,EVS_R03_1999_ENG_GB_32,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Sociální služby pro přestárlé, postižené nebo jinak znevýhodněné občany",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Náboženské nebo církevní organizace,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Vzdělávací, umělecké, hudební nebo kulturní aktivity",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Odbory,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Politické strany nebo hnutí,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Činnosti v místě bydliště zaměřené na chudobu, zaměstnanost, bydlení, rasovou snášenlivost",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Rozvoj zemí třetího světa nebo lidská práva,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Ochrana životního prostředí, ekologická hnutí, práva zvířat",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Sdružení podle povolání, profesní asociace",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Práce s mládeží (např. vedení skautů, kluby mládeže apod.)",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Sport nebo zábava,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,"Organizace žen, ženské hnutí",,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Mírová  hnutí,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Dobrovolné organizace v oblasti zdraví,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,,Jiné skupiny,,,EVS_R03_1999_CZE_CZ_15
Q5b,REQUEST,, Žádné,,,EVS_R03_1999_CZE_CZ_15
Q6,INSTRUCTION,Show card D,PŘEDLOŽTE KARTU 6,,EVS_R03_1999_ENG_GB_49,EVS_R03_1999_CZE_CZ_16
Q6,INSTRUCTION,Interviewer: Code 'Not applicable' when respondent is not involved in the activity at all,"(Pokud respondent nemá práci nebo se neangažuje v kostele či dobrovolné organizaci, kódujte v příslušném řádku ""nehodí se"")",,EVS_R03_1999_ENG_GB_49,EVS_R03_1999_CZE_CZ_16
Q6,REQUEST,I'm going to ask how often you do certain things.,"Nyní se Vás zeptám, jak často se věnujete určitým aktivitám.",,EVS_R03_1999_ENG_GB_49,EVS_R03_1999_CZE_CZ_16
Q6,REQUEST,Giving an answer from this card please tell me how often you do each.,"Řekl(a) byste, že jednotlivé následující aktivity děláte každý týden nebo skoro každý týden, jednou nebo dvakrát měsíčně, jen několikrát ročně, nebo vůbec ne?",,EVS_R03_1999_ENG_GB_49,EVS_R03_1999_CZE_CZ_16
Q6a,REQUEST,Spend time with friends,Trávím čas s přáteli.,,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,not applicable,Nehodí se,999.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,every week,Každý týden,1.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,once or twice a month,1-2 krát měsíčně,2.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,a few times a year,několikrát ročně,3.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6a,RESPONSE,not at all,vůbec ne,4.0,EVS_R03_1999_ENG_GB_50,EVS_R03_1999_CZE_CZ_17
Q6b,REQUEST,Spend time with colleagues from work or your profession outside the workplace,Trávím čas s kolegy z práce nebo ze svého oboru mimo pracoviště.,,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,not applicable,Nehodí se,999.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,every week,Každý týden,1.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,once or twice a month,1-2 krát měsíčně,2.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,a few times a year,několikrát ročně,3.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6b,RESPONSE,not at all,vůbec ne,4.0,EVS_R03_1999_ENG_GB_51,EVS_R03_1999_CZE_CZ_18
Q6c,REQUEST,"Spend time with people at your church, mosque or synagogue","Trávím čas s lidmi v kostele či náboženské obci, kam chodím.",,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,not applicable,Nehodí se,999.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,every week,Každý týden,1.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,once or twice a month,1-2 krát měsíčně,2.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,a few times a year,několikrát ročně,3.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6c,RESPONSE,not at all,vůbec ne,4.0,EVS_R03_1999_ENG_GB_52,EVS_R03_1999_CZE_CZ_19
Q6d,REQUEST,"Spend time with people in clubs and voluntary associations (sport, culture, communal)","Trávím čas s lidmi v klubech a dobrovolných organizacích (sport, kultura, charita nebo ne-ziskové organizace).",,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,not applicable,Nehodí se,999.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,every week,Každý týden,1.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,once or twice a month,1-2 krát měsíčně,2.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,a few times a year,několikrát ročně,3.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q6d,RESPONSE,not at all,vůbec ne,4.0,EVS_R03_1999_ENG_GB_53,EVS_R03_1999_CZE_CZ_20
Q7,INSTRUCTION,Show card E,PŘEDLOŽTE KARTU 7,,EVS_R03_1999_ENG_GB_54,EVS_R03_1999_CZE_CZ_21
Q7,INSTRUCTION,Code all mentioned,(Kódujte odpověď za každou skupinu zvlášť),,EVS_R03_1999_ENG_GB_54,EVS_R03_1999_CZE_CZ_21
Q7,REQUEST,On this list are various groups of people.,tomto seznamu jsou různé skupiny lidí.,,EVS_R03_1999_ENG_GB_54,EVS_R03_1999_CZE_CZ_21
Q7,REQUEST,"Could you please tell me any that you would not, generally speaking, like to have as neighbours?","Můžete prosím vybrat všechny ty, které byste nechtěl(a) mít za sousedy?",,EVS_R03_1999_ENG_GB_54,EVS_R03_1999_CZE_CZ_21
Q7a,REQUEST,People with a criminal record,Lidé s kriminální minulostí,,EVS_R03_1999_ENG_GB_55,EVS_R03_1999_CZE_CZ_22
Q7a,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_55,EVS_R03_1999_CZE_CZ_22
Q7a,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_55,EVS_R03_1999_CZE_CZ_22
Q7b,REQUEST,People of a different race,Lidé odlišné rasy,,EVS_R03_1999_ENG_GB_56,EVS_R03_1999_CZE_CZ_23
Q7b,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_56,EVS_R03_1999_CZE_CZ_23
Q7b,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_56,EVS_R03_1999_CZE_CZ_23
Q7c,REQUEST,Left wing extremists,Levicoví extrémisté,,EVS_R03_1999_ENG_GB_57,EVS_R03_1999_CZE_CZ_24
Q7c,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_57,EVS_R03_1999_CZE_CZ_24
Q7c,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_57,EVS_R03_1999_CZE_CZ_24
Q7d,REQUEST,Heavy drinkers,Těžcí alkoholici,,EVS_R03_1999_ENG_GB_58,EVS_R03_1999_CZE_CZ_25
Q7d,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_58,EVS_R03_1999_CZE_CZ_25
Q7d,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_58,EVS_R03_1999_CZE_CZ_25
Q7e,REQUEST,Right wing extremists,Pravicoví extremisté,,EVS_R03_1999_ENG_GB_59,EVS_R03_1999_CZE_CZ_26
Q7e,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_59,EVS_R03_1999_CZE_CZ_26
Q7e,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_59,EVS_R03_1999_CZE_CZ_26
Q7f,REQUEST,People with large families,Velmi početné rodiny,,EVS_R03_1999_ENG_GB_60,EVS_R03_1999_CZE_CZ_27
Q7f,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_60,EVS_R03_1999_CZE_CZ_27
Q7f,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_60,EVS_R03_1999_CZE_CZ_27
Q7g,REQUEST,Emotionally unstable people,Citově nevyrovnaní lidé,,EVS_R03_1999_ENG_GB_61,EVS_R03_1999_CZE_CZ_28
Q7g,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_61,EVS_R03_1999_CZE_CZ_28
Q7g,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_61,EVS_R03_1999_CZE_CZ_28
Q7h,REQUEST,Muslims,Muslimové,,EVS_R03_1999_ENG_GB_62,EVS_R03_1999_CZE_CZ_29
Q7h,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_62,EVS_R03_1999_CZE_CZ_29
Q7h,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_62,EVS_R03_1999_CZE_CZ_29
Q7i,REQUEST,Immigrants/foreign workers,Přistěhovalci / cizí dělníci,,EVS_R03_1999_ENG_GB_63,EVS_R03_1999_CZE_CZ_30
Q7i,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_63,EVS_R03_1999_CZE_CZ_30
Q7i,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_63,EVS_R03_1999_CZE_CZ_30
Q7j,REQUEST,People who have AIDS,"Lidé, kteří mají AIDS",,EVS_R03_1999_ENG_GB_64,EVS_R03_1999_CZE_CZ_31
Q7j,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_64,EVS_R03_1999_CZE_CZ_31
Q7j,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_64,EVS_R03_1999_CZE_CZ_31
Q7k,REQUEST,Drug addicts,Lidé užívající drogy,,EVS_R03_1999_ENG_GB_65,EVS_R03_1999_CZE_CZ_32
Q7k,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_65,EVS_R03_1999_CZE_CZ_32
Q7k,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_65,EVS_R03_1999_CZE_CZ_32
Q7l,REQUEST,Homosexuals,Homosexuálové,,EVS_R03_1999_ENG_GB_66,EVS_R03_1999_CZE_CZ_33
Q7l,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_66,EVS_R03_1999_CZE_CZ_33
Q7l,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_66,EVS_R03_1999_CZE_CZ_33
Q7m,REQUEST,Jews,Židé,,EVS_R03_1999_ENG_GB_67,EVS_R03_1999_CZE_CZ_34
Q7m,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_67,EVS_R03_1999_CZE_CZ_34
Q7m,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_67,EVS_R03_1999_CZE_CZ_34
Q7n,REQUEST,Gypsies,Rómové,,EVS_R03_1999_ENG_GB_68,EVS_R03_1999_CZE_CZ_35
Q7n,RESPONSE,not mentioned,Nezmínil(a),0.0,EVS_R03_1999_ENG_GB_68,EVS_R03_1999_CZE_CZ_35
Q7n,RESPONSE,mentioned,Zmínil(a),1.0,EVS_R03_1999_ENG_GB_68,EVS_R03_1999_CZE_CZ_35
Q8,REQUEST,"Generally speaking, would you say that most people can be trusted or that you can't be too careful in dealing with people?","Mohl(a) byste říci podle svých životních zkušeností, že většině lidí je možno důvěřovat, nebo že člověk musí být ve styku s ostatními velmi opatrný?",,EVS_R03_1999_ENG_GB_71,EVS_R03_1999_CZE_CZ_36
Q8,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_71,EVS_R03_1999_CZE_CZ_36
Q8,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_71,EVS_R03_1999_CZE_CZ_36
Q8,RESPONSE,most people can be trusted,Většině lidí je možno důvěřovat,1.0,EVS_R03_1999_ENG_GB_71,EVS_R03_1999_CZE_CZ_36
Q8,RESPONSE,can't be too careful,Člověk musí být ve styku s ostatními velmi opatrný,2.0,EVS_R03_1999_ENG_GB_71,EVS_R03_1999_CZE_CZ_36
Q9,INSTRUCTION,Show card F,PŘEDLOŽTE KARTU 9,,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,INSTRUCTION,"Read out 1=None at all, 10=A great deal",,,EVS_R03_1999_ENG_GB_72,
Q9,REQUEST,"Some people feel they have completely free choice and control over their lives, and other people feel that what they do has no real effect on what happens to them.","Někteří lidé mají pocit úplně svobodného rozhodování a kontroly nad svým životem a jiní mají pocit, že svůj život ovlivňovat nemohou, ať dělají co dělají.",,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,REQUEST,Please use the scale to indicate how much freedom of choice and control you feel you have over the way your life turns out?,"Prosím Vás, vyjádřete na následující škále, nakolik podle Vás můžete ovlivňovat svůj život.",,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,RESPONSE,none at all,Vůbec ne,1.0,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q9,RESPONSE,a great deal,Plně,10.0,EVS_R03_1999_ENG_GB_72,EVS_R03_1999_CZE_CZ_37
Q10,INSTRUCTION,Show card F,PŘEDLOŽTE KARTU 10,,EVS_R03_1999_ENG_GB_73,EVS_R03_1999_CZE_CZ_38
Q10,INSTRUCTION,"Read out 1=Very dissatisfied, 10=Very satisfied",,,EVS_R03_1999_ENG_GB_73,
Q10,REQUEST,"All things considered, how satisfied are you with your life as a whole these days?","Když vezmete v úvahu všechny okolnosti, jak jste nyní  spokojen(a) se svým životem?",,EVS_R03_1999_ENG_GB_73,EVS_R03_1999_CZE_CZ_38
